"tf","focus_tf","regulon_size","statistic","score","size_expected","null_mean","null_sd","null_q95","obs","pct_of_null","p_empirical","z_vs_null"
"CREB3",FALSE,10,"Unsigned-regulon fgsea NES",1.91976757,0.84720146,NA,NA,NA,NA,NA,NA,NA
"IRF4",FALSE,47,"Unsigned-regulon fgsea NES",1.9112305,1.53397822,NA,NA,NA,NA,NA,NA,NA
"EGR4",FALSE,10,"Unsigned-regulon fgsea NES",1.9083355,0.84720146,NA,NA,NA,NA,NA,NA,NA
"HMGA1",FALSE,44,"Unsigned-regulon fgsea NES",1.90293283,1.51384072,NA,NA,NA,NA,NA,NA,NA
"VDR",FALSE,72,"Unsigned-regulon fgsea NES",1.90110782,1.65688441,NA,NA,NA,NA,NA,NA,NA
"SATB1",FALSE,34,"Unsigned-regulon fgsea NES",1.90001893,1.41915395,NA,NA,NA,NA,NA,NA,NA
"NR2C2",FALSE,40,"Unsigned-regulon fgsea NES",1.89304602,1.48082884,NA,NA,NA,NA,NA,NA,NA
"NFAT5",FALSE,34,"Unsigned-regulon fgsea NES",1.89130751,1.41915395,NA,NA,NA,NA,NA,NA,NA
"IRF9",FALSE,17,"Unsigned-regulon fgsea NES",1.88535456,1.13065617,NA,NA,NA,NA,NA,NA,NA
"NFATC3",FALSE,22,"Unsigned-regulon fgsea NES",1.88464115,1.24152602,NA,NA,NA,NA,NA,NA,NA
"PPARA",FALSE,156,"Unsigned-regulon fgsea NES",1.88052303,1.88151803,NA,NA,NA,NA,NA,NA,NA
"EGR3",FALSE,24,"Unsigned-regulon fgsea NES",1.87714115,1.27626482,NA,NA,NA,NA,NA,NA,NA
"ARNT",FALSE,47,"Unsigned-regulon fgsea NES",1.87452213,1.53397822,NA,NA,NA,NA,NA,NA,NA
"POU2F2",FALSE,25,"Unsigned-regulon fgsea NES",1.87407988,1.29311624,NA,NA,NA,NA,NA,NA,NA
"SMAD6",FALSE,12,"Unsigned-regulon fgsea NES",1.86932135,0.942689893,NA,NA,NA,NA,NA,NA,NA
"YY1",FALSE,163,"Unsigned-regulon fgsea NES",1.8687786,1.89377931,NA,NA,NA,NA,NA,NA,NA
"EOMES",FALSE,14,"Unsigned-regulon fgsea NES",1.86735589,1.02570066,NA,NA,NA,NA,NA,NA,NA
"FOXG1",FALSE,8,"Unsigned-regulon fgsea NES",1.86483858,0.732469988,NA,NA,NA,NA,NA,NA,NA
"OLIG2",FALSE,10,"Unsigned-regulon fgsea NES",1.85594778,0.84720146,NA,NA,NA,NA,NA,NA,NA
"MAFK",FALSE,18,"Unsigned-regulon fgsea NES",1.84740531,1.15792932,NA,NA,NA,NA,NA,NA,NA
"RUNX1",FALSE,133,"Unsigned-regulon fgsea NES",1.84261778,1.83678898,NA,NA,NA,NA,NA,NA,NA
"BCL3",FALSE,20,"Unsigned-regulon fgsea NES",1.841104,1.20335353,NA,NA,NA,NA,NA,NA,NA
"DNMT1",FALSE,114,"Unsigned-regulon fgsea NES",1.84101072,1.79306856,NA,NA,NA,NA,NA,NA,NA
"JDP2",FALSE,30,"Unsigned-regulon fgsea NES",1.83922166,1.3698979,NA,NA,NA,NA,NA,NA,NA
"FOSL2",FALSE,22,"Unsigned-regulon fgsea NES",1.83344244,1.24152602,NA,NA,NA,NA,NA,NA,NA
"DNMT3A",FALSE,38,"Unsigned-regulon fgsea NES",1.8303691,1.46149472,NA,NA,NA,NA,NA,NA,NA
"LRRFIP1",FALSE,8,"Unsigned-regulon fgsea NES",1.82942185,0.732469988,NA,NA,NA,NA,NA,NA,NA
"JUND",FALSE,62,"Unsigned-regulon fgsea NES",1.82498971,1.61070917,NA,NA,NA,NA,NA,NA,NA
"MYCN",FALSE,90,"Unsigned-regulon fgsea NES",1.82208831,1.72438919,NA,NA,NA,NA,NA,NA,NA
"PBRM1",FALSE,7,"Unsigned-regulon fgsea NES",1.82036876,0.664806402,NA,NA,NA,NA,NA,NA,NA
"SOX2",FALSE,30,"Unsigned-regulon fgsea NES",1.81638743,1.3698979,NA,NA,NA,NA,NA,NA,NA
"NFE2L2",FALSE,138,"Unsigned-regulon fgsea NES",1.81151603,1.84717216,NA,NA,NA,NA,NA,NA,NA
"HOXA10",FALSE,29,"Unsigned-regulon fgsea NES",1.81005092,1.3561041,NA,NA,NA,NA,NA,NA,NA
"BHLHE40",FALSE,26,"Unsigned-regulon fgsea NES",1.81000489,1.30990517,NA,NA,NA,NA,NA,NA,NA
"NCOA1",FALSE,50,"Unsigned-regulon fgsea NES",1.80910606,1.55154874,NA,NA,NA,NA,NA,NA,NA
"SMAD5",FALSE,20,"Unsigned-regulon fgsea NES",1.80777109,1.20335353,NA,NA,NA,NA,NA,NA,NA
"KLF6",FALSE,39,"Unsigned-regulon fgsea NES",1.80472143,1.47129103,NA,NA,NA,NA,NA,NA,NA
"MYB",FALSE,125,"Unsigned-regulon fgsea NES",1.8035806,1.81926999,NA,NA,NA,NA,NA,NA,NA
"RORC",FALSE,14,"Unsigned-regulon fgsea NES",1.79366201,1.02570066,NA,NA,NA,NA,NA,NA,NA
"BMAL1",FALSE,37,"Unsigned-regulon fgsea NES",1.79209485,1.45141389,NA,NA,NA,NA,NA,NA,NA
"SRF",FALSE,61,"Unsigned-regulon fgsea NES",1.79184604,1.60601054,NA,NA,NA,NA,NA,NA,NA
"HDAC1",FALSE,54,"Unsigned-regulon fgsea NES",1.79083355,1.57247843,NA,NA,NA,NA,NA,NA,NA
"ELK1",FALSE,42,"Unsigned-regulon fgsea NES",1.78599182,1.49840598,NA,NA,NA,NA,NA,NA,NA
"HDAC7",FALSE,9,"Unsigned-regulon fgsea NES",1.78596766,0.792846085,NA,NA,NA,NA,NA,NA,NA
"RUNX2",FALSE,59,"Unsigned-regulon fgsea NES",1.78530478,1.59660101,NA,NA,NA,NA,NA,NA,NA
"DMTF1",FALSE,11,"Unsigned-regulon fgsea NES",1.78009383,0.896792393,NA,NA,NA,NA,NA,NA,NA
"NKX3-1",FALSE,46,"Unsigned-regulon fgsea NES",1.76850015,1.5276031,NA,NA,NA,NA,NA,NA,NA
"SPIB",FALSE,12,"Unsigned-regulon fgsea NES",1.76725275,0.942689893,NA,NA,NA,NA,NA,NA,NA
"POU4F1",FALSE,17,"Unsigned-regulon fgsea NES",1.75432839,1.13065617,NA,NA,NA,NA,NA,NA,NA
"CREBBP",FALSE,26,"Unsigned-regulon fgsea NES",1.75251369,1.30990517,NA,NA,NA,NA,NA,NA,NA
"NRF1",FALSE,66,"Unsigned-regulon fgsea NES",1.74462512,1.62965718,NA,NA,NA,NA,NA,NA,NA
"FOXC1",FALSE,8,"Unsigned-regulon fgsea NES",1.73640846,0.732469988,NA,NA,NA,NA,NA,NA,NA
"ABL1",FALSE,10,"Unsigned-regulon fgsea NES",1.73607197,0.84720146,NA,NA,NA,NA,NA,NA,NA
"SNAI2",FALSE,30,"Unsigned-regulon fgsea NES",1.73537205,1.3698979,NA,NA,NA,NA,NA,NA,NA
"HMGA2",FALSE,24,"Unsigned-regulon fgsea NES",1.73484465,1.27626482,NA,NA,NA,NA,NA,NA,NA
"WT1",FALSE,93,"Unsigned-regulon fgsea NES",1.73302701,1.73406657,NA,NA,NA,NA,NA,NA,NA
"HNF4A",FALSE,122,"Unsigned-regulon fgsea NES",1.7314514,1.81238386,NA,NA,NA,NA,NA,NA,NA
"SOX9",FALSE,44,"Unsigned-regulon fgsea NES",1.72411414,1.51384072,NA,NA,NA,NA,NA,NA,NA
"PARK7",FALSE,5,"Unsigned-regulon fgsea NES",1.72103214,0.495660499,NA,NA,NA,NA,NA,NA,NA
"MITF",FALSE,68,"Unsigned-regulon fgsea NES",1.71970554,1.63906237,NA,NA,NA,NA,NA,NA,NA
"SMARCA4",FALSE,9,"Unsigned-regulon fgsea NES",1.71853047,0.792846085,NA,NA,NA,NA,NA,NA,NA
"ZBTB7A",FALSE,29,"Unsigned-regulon fgsea NES",1.71609525,1.3561041,NA,NA,NA,NA,NA,NA,NA
"BRCA1",FALSE,47,"Unsigned-regulon fgsea NES",1.71088895,1.53397822,NA,NA,NA,NA,NA,NA,NA
"TGIF1",FALSE,8,"Unsigned-regulon fgsea NES",1.70965514,0.732469988,NA,NA,NA,NA,NA,NA,NA
"MYOD1",FALSE,85,"Unsigned-regulon fgsea NES",1.70812263,1.70738314,NA,NA,NA,NA,NA,NA,NA
"TFAP2A",FALSE,180,"Unsigned-regulon fgsea NES",1.70733971,1.92147436,NA,NA,NA,NA,NA,NA,NA
"KCNIP3",FALSE,6,"Unsigned-regulon fgsea NES",1.70352699,0.587093795,NA,NA,NA,NA,NA,NA,NA
"NCOR1",FALSE,54,"Unsigned-regulon fgsea NES",1.7033236,1.57247843,NA,NA,NA,NA,NA,NA,NA
"SOX6",FALSE,13,"Unsigned-regulon fgsea NES",1.7030566,0.985554087,NA,NA,NA,NA,NA,NA,NA
"RBPJ",FALSE,87,"Unsigned-regulon fgsea NES",1.70239573,1.71432431,NA,NA,NA,NA,NA,NA,NA
"ZNF350",FALSE,7,"Unsigned-regulon fgsea NES",1.70208344,0.664806402,NA,NA,NA,NA,NA,NA,NA
"GATA1",FALSE,81,"Unsigned-regulon fgsea NES",1.7014414,1.69289722,NA,NA,NA,NA,NA,NA,NA
"GATA3",FALSE,115,"Unsigned-regulon fgsea NES",1.69869155,1.79556386,NA,NA,NA,NA,NA,NA,NA
"TBPL2",FALSE,7,"Unsigned-regulon fgsea NES",1.69859109,0.664806402,NA,NA,NA,NA,NA,NA,NA
"IRF7",FALSE,15,"Unsigned-regulon fgsea NES",1.69738209,1.0634035,NA,NA,NA,NA,NA,NA,NA
"CTNNB1",FALSE,172,"Unsigned-regulon fgsea NES",1.69675081,1.90878253,NA,NA,NA,NA,NA,NA,NA
"HSF2",FALSE,19,"Unsigned-regulon fgsea NES",1.69668095,1.18186848,NA,NA,NA,NA,NA,NA,NA
"YBX1",FALSE,64,"Unsigned-regulon fgsea NES",1.69199084,1.62013784,NA,NA,NA,NA,NA,NA,NA
"MYOG",FALSE,29,"Unsigned-regulon fgsea NES",1.69154482,1.3561041,NA,NA,NA,NA,NA,NA,NA
"HES1",FALSE,55,"Unsigned-regulon fgsea NES",1.69099815,1.57742511,NA,NA,NA,NA,NA,NA,NA
"ZNF384",FALSE,11,"Unsigned-regulon fgsea NES",1.68996608,0.896792393,NA,NA,NA,NA,NA,NA,NA
"EGR2",FALSE,54,"Unsigned-regulon fgsea NES",1.68690788,1.57247843,NA,NA,NA,NA,NA,NA,NA
"BCL6",FALSE,70,"Unsigned-regulon fgsea NES",1.68217245,1.64813055,NA,NA,NA,NA,NA,NA,NA
"ATF6",FALSE,42,"Unsigned-regulon fgsea NES",1.67280929,1.49840598,NA,NA,NA,NA,NA,NA,NA
"TP63",FALSE,141,"Unsigned-regulon fgsea NES",1.6711579,1.85321171,NA,NA,NA,NA,NA,NA,NA
"GATA6",FALSE,33,"Unsigned-regulon fgsea NES",1.67072871,1.40760435,NA,NA,NA,NA,NA,NA,NA
"ETV6",FALSE,14,"Unsigned-regulon fgsea NES",1.66431289,1.02570066,NA,NA,NA,NA,NA,NA,NA
"HR",FALSE,54,"Unsigned-regulon fgsea NES",1.66036169,1.57247843,NA,NA,NA,NA,NA,NA,NA
"MEIS1",FALSE,16,"Unsigned-regulon fgsea NES",1.65768231,1.09890036,NA,NA,NA,NA,NA,NA,NA
"CREM",FALSE,58,"Unsigned-regulon fgsea NES",1.65006105,1.59186981,NA,NA,NA,NA,NA,NA,NA
"MAF",FALSE,41,"Unsigned-regulon fgsea NES",1.6481374,1.48991886,NA,NA,NA,NA,NA,NA,NA
"NFIA",FALSE,30,"Unsigned-regulon fgsea NES",1.64794538,1.3698979,NA,NA,NA,NA,NA,NA,NA
"NCOA2",FALSE,37,"Unsigned-regulon fgsea NES",1.64554966,1.45141389,NA,NA,NA,NA,NA,NA,NA
"MAZ",FALSE,23,"Unsigned-regulon fgsea NES",1.6422472,1.25915236,NA,NA,NA,NA,NA,NA,NA
"PAX5",FALSE,38,"Unsigned-regulon fgsea NES",1.64066306,1.46149472,NA,NA,NA,NA,NA,NA,NA
"USF2",FALSE,70,"Unsigned-regulon fgsea NES",1.63873401,1.64813055,NA,NA,NA,NA,NA,NA,NA
"AHR",FALSE,115,"Unsigned-regulon fgsea NES",1.63616952,1.79556386,NA,NA,NA,NA,NA,NA,NA
"FOSB",FALSE,18,"Unsigned-regulon fgsea NES",1.63393694,1.15792932,NA,NA,NA,NA,NA,NA,NA
"SIN3A",FALSE,8,"Unsigned-regulon fgsea NES",1.63295646,0.732469988,NA,NA,NA,NA,NA,NA,NA
"SMAD1",FALSE,33,"Unsigned-regulon fgsea NES",1.63178636,1.40760435,NA,NA,NA,NA,NA,NA,NA
"GLI3",FALSE,22,"Unsigned-regulon fgsea NES",1.62948443,1.24152602,NA,NA,NA,NA,NA,NA,NA
"FOXC2",FALSE,10,"Unsigned-regulon fgsea NES",1.62635699,0.84720146,NA,NA,NA,NA,NA,NA,NA
"KLF13",FALSE,9,"Unsigned-regulon fgsea NES",1.62443093,0.792846085,NA,NA,NA,NA,NA,NA,NA
"ID1",FALSE,51,"Unsigned-regulon fgsea NES",1.62435879,1.55699575,NA,NA,NA,NA,NA,NA,NA
"PPARGC1A",FALSE,19,"Unsigned-regulon fgsea NES",1.62430751,1.18186848,NA,NA,NA,NA,NA,NA,NA
"EZH2",FALSE,92,"Unsigned-regulon fgsea NES",1.62339616,1.73088197,NA,NA,NA,NA,NA,NA,NA
"MEF2D",FALSE,18,"Unsigned-regulon fgsea NES",1.62301113,1.15792932,NA,NA,NA,NA,NA,NA,NA
"DLX4",FALSE,25,"Unsigned-regulon fgsea NES",1.62143716,1.29311624,NA,NA,NA,NA,NA,NA,NA
"PITX3",FALSE,6,"Unsigned-regulon fgsea NES",1.61999542,0.587093795,NA,NA,NA,NA,NA,NA,NA
"NR1H2",FALSE,30,"Unsigned-regulon fgsea NES",1.61783144,1.3698979,NA,NA,NA,NA,NA,NA,NA
"ETS2",FALSE,70,"Unsigned-regulon fgsea NES",1.61664315,1.64813055,NA,NA,NA,NA,NA,NA,NA
"ARX",FALSE,12,"Unsigned-regulon fgsea NES",1.61468849,0.942689893,NA,NA,NA,NA,NA,NA,NA
"MEOX2",FALSE,5,"Unsigned-regulon fgsea NES",1.60997619,0.495660499,NA,NA,NA,NA,NA,NA,NA
"RELB",FALSE,45,"Unsigned-regulon fgsea NES",1.60788845,1.52090544,NA,NA,NA,NA,NA,NA,NA
"PRDM1",FALSE,45,"Unsigned-regulon fgsea NES",1.60696346,1.52090544,NA,NA,NA,NA,NA,NA,NA
"NR1H4",FALSE,61,"Unsigned-regulon fgsea NES",1.60669734,1.60601054,NA,NA,NA,NA,NA,NA,NA
"KAT5",FALSE,41,"Unsigned-regulon fgsea NES",1.60474557,1.48991886,NA,NA,NA,NA,NA,NA,NA
"TWIST2",FALSE,24,"Unsigned-regulon fgsea NES",1.60316781,1.27626482,NA,NA,NA,NA,NA,NA,NA
"SP2",FALSE,17,"Unsigned-regulon fgsea NES",1.60285149,1.13065617,NA,NA,NA,NA,NA,NA,NA
"HBP1",FALSE,36,"Unsigned-regulon fgsea NES",1.60062822,1.44101937,NA,NA,NA,NA,NA,NA,NA
"GLI1",FALSE,96,"Unsigned-regulon fgsea NES",1.59867697,1.7433856,NA,NA,NA,NA,NA,NA,NA
"KLF9",FALSE,13,"Unsigned-regulon fgsea NES",1.59561458,0.985554087,NA,NA,NA,NA,NA,NA,NA
"SRY",FALSE,17,"Unsigned-regulon fgsea NES",1.59220687,1.13065617,NA,NA,NA,NA,NA,NA,NA
"FOXQ1",FALSE,8,"Unsigned-regulon fgsea NES",1.58811131,0.732469988,NA,NA,NA,NA,NA,NA,NA
"FOXM1",FALSE,54,"Unsigned-regulon fgsea NES",1.58616807,1.57247843,NA,NA,NA,NA,NA,NA,NA
"KLF7",FALSE,7,"Unsigned-regulon fgsea NES",1.58527504,0.664806402,NA,NA,NA,NA,NA,NA,NA
"MECP2",FALSE,18,"Unsigned-regulon fgsea NES",1.58424792,1.15792932,NA,NA,NA,NA,NA,NA,NA
"HSF4",FALSE,7,"Unsigned-regulon fgsea NES",1.58411274,0.664806402,NA,NA,NA,NA,NA,NA,NA
"TBP",FALSE,108,"Unsigned-regulon fgsea NES",1.57731666,1.77756262,NA,NA,NA,NA,NA,NA,NA
"FOXF2",FALSE,8,"Unsigned-regulon fgsea NES",1.57641972,0.732469988,NA,NA,NA,NA,NA,NA,NA
"FLI1",FALSE,57,"Unsigned-regulon fgsea NES",1.57360875,1.58710567,NA,NA,NA,NA,NA,NA,NA
"KAT7",FALSE,52,"Unsigned-regulon fgsea NES",1.57153356,1.56228421,NA,NA,NA,NA,NA,NA,NA
"SMAD3",FALSE,97,"Unsigned-regulon fgsea NES",1.57143629,1.74641691,NA,NA,NA,NA,NA,NA,NA
"FOXO3",FALSE,139,"Unsigned-regulon fgsea NES",1.57128063,1.84920067,NA,NA,NA,NA,NA,NA,NA
"SKIL",FALSE,11,"Unsigned-regulon fgsea NES",1.56792607,0.896792393,NA,NA,NA,NA,NA,NA,NA
"CEBPZ",FALSE,11,"Unsigned-regulon fgsea NES",1.56658929,0.896792393,NA,NA,NA,NA,NA,NA,NA
"ING4",FALSE,11,"Unsigned-regulon fgsea NES",1.56289311,0.896792393,NA,NA,NA,NA,NA,NA,NA
"BHLHE41",FALSE,19,"Unsigned-regulon fgsea NES",1.56245107,1.18186848,NA,NA,NA,NA,NA,NA,NA
"HDAC4",FALSE,16,"Unsigned-regulon fgsea NES",1.56152852,1.09890036,NA,NA,NA,NA,NA,NA,NA
"FOXO4",FALSE,22,"Unsigned-regulon fgsea NES",1.56125121,1.24152602,NA,NA,NA,NA,NA,NA,NA
"SMAD4",FALSE,62,"Unsigned-regulon fgsea NES",1.56083019,1.61070917,NA,NA,NA,NA,NA,NA,NA
"APEX1",FALSE,27,"Unsigned-regulon fgsea NES",1.56078223,1.32620811,NA,NA,NA,NA,NA,NA,NA
"NR2E1",FALSE,8,"Unsigned-regulon fgsea NES",1.55739811,0.732469988,NA,NA,NA,NA,NA,NA,NA
"KLF2",FALSE,44,"Unsigned-regulon fgsea NES",1.55485532,1.51384072,NA,NA,NA,NA,NA,NA,NA
"TBX1",FALSE,5,"Unsigned-regulon fgsea NES",1.55481189,0.495660499,NA,NA,NA,NA,NA,NA,NA
"NR0B2",FALSE,69,"Unsigned-regulon fgsea NES",1.55202154,1.64363712,NA,NA,NA,NA,NA,NA,NA
"EPAS1",TRUE,62,"Unsigned-regulon fgsea NES",1.54702647,1.61070917,0.263895878,0.988946247,1.33945996,1.54702647,99.1,0.00999000999,1.29747253
"TBX5",FALSE,8,"Unsigned-regulon fgsea NES",1.5467403,0.732469988,NA,NA,NA,NA,NA,NA,NA
"FOXO1",FALSE,157,"Unsigned-regulon fgsea NES",1.54060895,1.88330367,NA,NA,NA,NA,NA,NA,NA
"BARX2",FALSE,11,"Unsigned-regulon fgsea NES",1.53714928,0.896792393,NA,NA,NA,NA,NA,NA,NA
"MAFA",FALSE,7,"Unsigned-regulon fgsea NES",1.53661382,0.664806402,NA,NA,NA,NA,NA,NA,NA
"ATF7",FALSE,5,"Unsigned-regulon fgsea NES",1.53605373,0.495660499,NA,NA,NA,NA,NA,NA,NA
"TSC22D1",FALSE,5,"Unsigned-regulon fgsea NES",1.53309128,0.495660499,NA,NA,NA,NA,NA,NA,NA
"KDM2A",FALSE,7,"Unsigned-regulon fgsea NES",1.52990269,0.664806402,NA,NA,NA,NA,NA,NA,NA
"KAT2B",FALSE,12,"Unsigned-regulon fgsea NES",1.52884101,0.942689893,NA,NA,NA,NA,NA,NA,NA
"USF1",FALSE,127,"Unsigned-regulon fgsea NES",1.5262464,1.82376128,NA,NA,NA,NA,NA,NA,NA
"MTF1",FALSE,26,"Unsigned-regulon fgsea NES",1.52563586,1.30990517,NA,NA,NA,NA,NA,NA,NA
"BHLHA15",FALSE,6,"Unsigned-regulon fgsea NES",1.52488084,0.587093795,NA,NA,NA,NA,NA,NA,NA
"TADA2A",FALSE,6,"Unsigned-regulon fgsea NES",1.52362801,0.587093795,NA,NA,NA,NA,NA,NA,NA
"CDX2",FALSE,25,"Unsigned-regulon fgsea NES",1.51963343,1.29311624,NA,NA,NA,NA,NA,NA,NA
"SMAD2",FALSE,51,"Unsigned-regulon fgsea NES",1.5177503,1.55699575,NA,NA,NA,NA,NA,NA,NA
"SP4",FALSE,27,"Unsigned-regulon fgsea NES",1.51656084,1.32620811,NA,NA,NA,NA,NA,NA,NA
"FHL2",FALSE,6,"Unsigned-regulon fgsea NES",1.5157023,0.587093795,NA,NA,NA,NA,NA,NA,NA
"ZFX",FALSE,5,"Unsigned-regulon fgsea NES",1.51382684,0.495660499,NA,NA,NA,NA,NA,NA,NA
"ARID3A",FALSE,6,"Unsigned-regulon fgsea NES",1.5135635,0.587093795,NA,NA,NA,NA,NA,NA,NA
"RXRB",FALSE,7,"Unsigned-regulon fgsea NES",1.51209223,0.664806402,NA,NA,NA,NA,NA,NA,NA
"BATF",FALSE,15,"Unsigned-regulon fgsea NES",1.50933138,1.0634035,NA,NA,NA,NA,NA,NA,NA
"EBF3",FALSE,5,"Unsigned-regulon fgsea NES",1.50899361,0.495660499,NA,NA,NA,NA,NA,NA,NA
"VSX2",FALSE,21,"Unsigned-regulon fgsea NES",1.50853385,1.22306358,NA,NA,NA,NA,NA,NA,NA
"PLAGL1",FALSE,12,"Unsigned-regulon fgsea NES",1.50838112,0.942689893,NA,NA,NA,NA,NA,NA,NA
"ID2",FALSE,36,"Unsigned-regulon fgsea NES",1.50715286,1.44101937,NA,NA,NA,NA,NA,NA,NA
"MSX1",FALSE,8,"Unsigned-regulon fgsea NES",1.50639057,0.732469988,NA,NA,NA,NA,NA,NA,NA
"TAF1",FALSE,33,"Unsigned-regulon fgsea NES",1.50372325,1.40760435,NA,NA,NA,NA,NA,NA,NA
"BMAL2",FALSE,6,"Unsigned-regulon fgsea NES",1.50131043,0.587093795,NA,NA,NA,NA,NA,NA,NA
"RUNX3",FALSE,55,"Unsigned-regulon fgsea NES",1.49116148,1.57742511,NA,NA,NA,NA,NA,NA,NA
"TGFB1I1",FALSE,8,"Unsigned-regulon fgsea NES",1.48976729,0.732469988,NA,NA,NA,NA,NA,NA,NA
"KLF17",FALSE,5,"Unsigned-regulon fgsea NES",1.48936321,0.495660499,NA,NA,NA,NA,NA,NA,NA
"LEF1",FALSE,52,"Unsigned-regulon fgsea NES",1.48911724,1.56228421,NA,NA,NA,NA,NA,NA,NA
"ASCL1",FALSE,32,"Unsigned-regulon fgsea NES",1.48841175,1.39558225,NA,NA,NA,NA,NA,NA,NA
"ETV5",FALSE,9,"Unsigned-regulon fgsea NES",1.48834737,0.792846085,NA,NA,NA,NA,NA,NA,NA
"MYF6",FALSE,7,"Unsigned-regulon fgsea NES",1.48780811,0.664806402,NA,NA,NA,NA,NA,NA,NA
"NUPR1",FALSE,6,"Unsigned-regulon fgsea NES",1.4843501,0.587093795,NA,NA,NA,NA,NA,NA,NA
"HOXB2",FALSE,5,"Unsigned-regulon fgsea NES",1.48346573,0.495660499,NA,NA,NA,NA,NA,NA,NA
"MYF5",FALSE,11,"Unsigned-regulon fgsea NES",1.48129099,0.896792393,NA,NA,NA,NA,NA,NA,NA
"NCOA3",FALSE,49,"Unsigned-regulon fgsea NES",1.47950757,1.54591683,NA,NA,NA,NA,NA,NA,NA
"ELF4",FALSE,32,"Unsigned-regulon fgsea NES",1.47924591,1.39558225,NA,NA,NA,NA,NA,NA,NA
"TBPL1",FALSE,26,"Unsigned-regulon fgsea NES",1.47717312,1.30990517,NA,NA,NA,NA,NA,NA,NA
"ZBTB17",FALSE,34,"Unsigned-regulon fgsea NES",1.47686632,1.41915395,NA,NA,NA,NA,NA,NA,NA
"MAX",FALSE,35,"Unsigned-regulon fgsea NES",1.47600468,1.43027837,NA,NA,NA,NA,NA,NA,NA
"ZNF354C",FALSE,16,"Unsigned-regulon fgsea NES",1.4732667,1.09890036,NA,NA,NA,NA,NA,NA,NA
"E2F7",FALSE,6,"Unsigned-regulon fgsea NES",1.47086996,0.587093795,NA,NA,NA,NA,NA,NA,NA
"SIX1",FALSE,7,"Unsigned-regulon fgsea NES",1.46980805,0.664806402,NA,NA,NA,NA,NA,NA,NA
"TRPS1",FALSE,10,"Unsigned-regulon fgsea NES",1.46980576,0.84720146,NA,NA,NA,NA,NA,NA,NA
"ELK3",FALSE,15,"Unsigned-regulon fgsea NES",1.46965734,1.0634035,NA,NA,NA,NA,NA,NA,NA
"STAT2",FALSE,29,"Unsigned-regulon fgsea NES",1.46926725,1.3561041,NA,NA,NA,NA,NA,NA,NA
"IKZF1",FALSE,29,"Unsigned-regulon fgsea NES",1.46869032,1.3561041,NA,NA,NA,NA,NA,NA,NA
"ATF4",FALSE,81,"Unsigned-regulon fgsea NES",1.46556658,1.69289722,NA,NA,NA,NA,NA,NA,NA
"TFDP1",FALSE,29,"Unsigned-regulon fgsea NES",1.46406361,1.3561041,NA,NA,NA,NA,NA,NA,NA
"PAX6",FALSE,64,"Unsigned-regulon fgsea NES",1.45828401,1.62013784,NA,NA,NA,NA,NA,NA,NA
"RORA",FALSE,38,"Unsigned-regulon fgsea NES",1.45515953,1.46149472,NA,NA,NA,NA,NA,NA,NA
"PHF20",FALSE,7,"Unsigned-regulon fgsea NES",1.45433504,0.664806402,NA,NA,NA,NA,NA,NA,NA
"RARG",FALSE,13,"Unsigned-regulon fgsea NES",1.45278963,0.985554087,NA,NA,NA,NA,NA,NA,NA
"PAX8",FALSE,21,"Unsigned-regulon fgsea NES",1.45163553,1.22306358,NA,NA,NA,NA,NA,NA,NA
"NR4A1",FALSE,66,"Unsigned-regulon fgsea NES",1.45040319,1.62965718,NA,NA,NA,NA,NA,NA,NA
"CLOCK",FALSE,40,"Unsigned-regulon fgsea NES",1.44346421,1.48082884,NA,NA,NA,NA,NA,NA,NA
"ZFHX3",FALSE,6,"Unsigned-regulon fgsea NES",1.4423804,0.587093795,NA,NA,NA,NA,NA,NA,NA
"CEBPE",FALSE,19,"Unsigned-regulon fgsea NES",1.44120022,1.18186848,NA,NA,NA,NA,NA,NA,NA
"ZNF300",FALSE,6,"Unsigned-regulon fgsea NES",1.43937725,0.587093795,NA,NA,NA,NA,NA,NA,NA
"KLF10",FALSE,19,"Unsigned-regulon fgsea NES",1.43736088,1.18186848,NA,NA,NA,NA,NA,NA,NA
"NFYA",FALSE,70,"Unsigned-regulon fgsea NES",1.43693751,1.64813055,NA,NA,NA,NA,NA,NA,NA
"NR2F2",FALSE,32,"Unsigned-regulon fgsea NES",1.43153747,1.39558225,NA,NA,NA,NA,NA,NA,NA
"HIPK2",FALSE,6,"Unsigned-regulon fgsea NES",1.43006284,0.587093795,NA,NA,NA,NA,NA,NA,NA
"PML",FALSE,16,"Unsigned-regulon fgsea NES",1.42989199,1.09890036,NA,NA,NA,NA,NA,NA,NA
"TBX3",FALSE,10,"Unsigned-regulon fgsea NES",1.42907328,0.84720146,NA,NA,NA,NA,NA,NA,NA
"ZNF76",FALSE,6,"Unsigned-regulon fgsea NES",1.42875714,0.587093795,NA,NA,NA,NA,NA,NA,NA
"PROX1",FALSE,18,"Unsigned-regulon fgsea NES",1.4276182,1.15792932,NA,NA,NA,NA,NA,NA,NA
"EP300",FALSE,45,"Unsigned-regulon fgsea NES",1.42512568,1.52090544,NA,NA,NA,NA,NA,NA,NA
"GTF3A",FALSE,17,"Unsigned-regulon fgsea NES",1.42424973,1.13065617,NA,NA,NA,NA,NA,NA,NA
"MTA1",FALSE,37,"Unsigned-regulon fgsea NES",1.42175239,1.45141389,NA,NA,NA,NA,NA,NA,NA
